CRN,Subject,Department,Number,Section,Instructor,Days,Start Time,End Time,Building,Room,Campus,Class Type,Method,DP or IN,PoT,Actual,Max
31739,MUSP,MU,4240,251,"Davidson, Ian B",_____F_,11:00 AM,12:20 PM,MUS,242,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31739,MUSP,MU,4240,251,"Davidson, Ian B",_______,,,MUS,242,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
32104,MUSP,MU,4240,252,"Hale, Daris W",__T____,7:00 PM,9:00 PM,MUS,224,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
32104,MUSP,MU,4240,252,"Hale, Daris W",_______,,,MUS,202,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
32105,MUSP,MU,4240,253,"Jones, Adah T",_____F_,12:30 PM,1:50 PM,MUS,124,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
32105,MUSP,MU,4240,253,"Jones, Adah T",_______,,,MUS,203,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31226,MUSP,MU,4240,254,"Oxford, William",_______,,,MUS,245,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31237,MUSP,MU,4240,256,"Colarusso, Joseph Christopher",_____F_,12:30 PM,1:50 PM,MUS,122,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31237,MUSP,MU,4240,256,"Colarusso, Joseph Christopher",_______,,,MUS,249,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
32106,MUSP,MU,4240,257,"Tangarov, Vanguel G",_____F_,12:30 PM,1:50 PM,MUS,125,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
32106,MUSP,MU,4240,257,"Tangarov, Vanguel G",_______,,,MUS,210,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31240,MUSP,MU,4250,251,"Steiger, Caroline Nicole",_____F_,12:30 PM,1:50 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,4,10
31240,MUSP,MU,4250,251,"Steiger, Caroline Nicole",_______,,,MUS,246,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,4,10
31243,MUSP,MU,4250,253,"Carrillo, Teofilo",_____F_,12:30 PM,1:50 PM,MUS,214,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31243,MUSP,MU,4250,253,"Carrillo, Teofilo As",_______,,,MUS,247,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31740,MUSP,MU,4250,254,"Gayman, Billy Alan",_____F_,12:30 PM,1:50 PM,MUS,224,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
31740,MUSP,MU,4250,254,"Gayman, Billy Alan",_______,,,MUS,248,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
31244,MUSP,MU,4250,257,"Winking, Keith R",_____F_,12:30 PM,1:50 PM,MUS,214,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,10
31244,MUSP,MU,4250,257,"Winking, Keith R",_______,,,MUS,241,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,10
32109,MUSP,MU,4250,258,"Cannon, Robert V",_____F_,12:30 PM,1:50 PM,MUS,214,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,5
32109,MUSP,MU,4250,258,"Cannon, Robert V",_______,,,MUS,226,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,5
31741,MUSP,MU,4260,251,"Asbell, Stephanie Ames",_____F_,11:00 AM,12:20 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31741,MUSP,MU,4260,251,"Asbell, Stephanie Ames",_______,,,MUS,205,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31246,MUSP,MU,4260,253,"Cruz, Mark A",_M_____,3:00 PM,3:50 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31246,MUSP,MU,4260,253,"Cruz, Mark A",_______,,,MUS,115,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31247,MUSP,MU,4260,254,"Beyer, Andrea Elizabeth",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31249,MUSP,MU,4260,255,"Ledbetter, Lynn F",____R__,2:00 PM,3:20 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31249,MUSP,MU,4260,255,"Ledbetter, Lynn F",_______,,,MUS,107,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
32110,MUSP,MU,4260,256,"Hamelin, Karla Michelle",_____F_,11:00 AM,12:15 PM,MUS,125,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,10
31742,MUSP,MU,4260,258,"Arrington, Carter Thomas",_M_____,3:30 PM,4:50 PM,MUS,216,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,5,5
33033,MUSP,MU,4260,260,"Hamrick, Utah L",_______,,,MUS,133,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
34278,MUSP,MU,4270,251,"Latin, Arthur",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,3
32112,MUSP,MU,5101,266,"Colarusso, Joseph Christopher",_______,,,MUS,249,"601 University Dr, San Marcos, TX 78666",PRL,FTF,DP,1,1,5
32113,MUSP,MU,5101,272,"Hale, Daris W",_______,,,MUS,203,"601 University Dr, San Marcos, TX 78666",PRL,FTF,DP,1,1,5
37820,MUSP,MU,5101,312,"Winking, Keith R",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
38063,MUSP,MU,5101,313,"Brecheen, Daveda Karanas",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
38237,MUSP,MU,5101,315,"Hehmsoth, Henry",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,1
40153,MUSP,MU,5101,316,"Filianoti, Giuseppe",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
31747,MUSP,MU,5127,252,"Beatty, Caroline C",_______,,,MUS,151,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
33440,MUSP,MU,5130,252,"Hehmsoth, Henry Must",_______,,,MUS,237,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,12
35043,MUSP,MU,5180,254,"Ippolito, Michael Lee",__T____,3:30 PM,4:50 PM,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,1
40034,MUSP,MU,5180,255,"Hehmsoth, Henry",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
35044,MUSP,MU,5185,251,"Hall, Richard D",__T____,3:30 PM,4:50 PM,MUS,219,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,5
31295,MUSP,MU,5220,252,"Gechter, Suzanne Danielle",___W_F_,3:30 PM,4:50 PM,MUS,122,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
31295,MUSP,MU,5220,252,"Gechter, Suzanne Danielle",_______,,,MUS,110,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
31744,MUSP,MU,5220,254,"Filianoti, Giuseppe",___W_F_,3:30 PM,4:50 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
31744,MUSP,MU,5220,254,"Filianoti, Giuseppe",_______,,,MUS,105,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
32982,MUSP,MU,5220,255,"Quintero, Michelle Alma",_______,,,MUS,208,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
32120,MUSP,MU,5220,258,"Brecheen, Daveda Karanas",___W_F_,3:30 PM,4:50 PM,MUS,125,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
32120,MUSP,MU,5220,258,"Brecheen, Daveda Karanas",_______,,,MUS,102,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
33218,MUSP,MU,5227,253,"Harrison, Jacob Galloway",_______,,,MUS,147,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
35921,MUSP,MU,5227,256,"Johnson, Craig Morris",_______,,,MUS,143,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,3
31297,MUSP,MU,5230,253,"Kwak, Jason J",__T____,2:45 PM,4:30 PM,PERF,206,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
31297,MUSP,MU,5230,253,"Kwak, Jason J",_______,,,MUS,204,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,3,10
34976,MUSP,MU,5230,256,"Rabotkina, Daria Sergeyevna",____R__,3:30 PM,5:15 PM,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,7
36570,MUSP,MU,5230,258,"Hehmsoth, Henry",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,4
31745,MUSP,MU,5240,256,"Colarusso, Joseph Christopher",_____F_,12:30 PM,1:50 PM,MUS,122,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
31745,MUSP,MU,5240,256,"Colarusso, Joseph Christopher",_______,,,MUS,249,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
38269,MUSP,MU,5240,261,"Hale, Daris W",__T____,7:00 PM,9:00 PM,MUS,224,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,1
38269,MUSP,MU,5240,261,"Hale, Daris W",_______,,,MUS,202,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,1
32121,MUSP,MU,5250,253,"Winking, Keith R",_____F_,12:30 PM,1:50 PM,MUS,214,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
32121,MUSP,MU,5250,253,"Winking, Keith R",_______,,,MUS,247,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
36727,MUSP,MU,5250,258,"Carrillo, Teofilo",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,2
40052,MUSP,MU,5250,259,"Zimmerman, Randall Edward",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,3
32122,MUSP,MU,5260,251,"Asbell, Stephanie Ames",_____F_,11:00 AM,12:20 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
32122,MUSP,MU,5260,251,"Asbell, Stephanie Ames",_______,,,MUS,205,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
31746,MUSP,MU,5260,255,"Ledbetter, Lynn F",____R__,2:00 PM,3:20 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
31746,MUSP,MU,5260,255,"Ledbetter, Lynn F",_______,,,MUS,107,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
32124,MUSP,MU,5260,258,"Arrington, Carter Thomas",_M_____,3:30 PM,4:50 PM,MUS,216,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
35060,MUSP,MU,5260,261,"Cruz, Mark A",_M_____,3:00 PM,3:50 PM,MUS,236,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,1
32126,MUSP,MU,5280,254,"Ippolito, Michael Lee",__T____,3:30 PM,4:50 PM,MUS,221,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,5,8
32126,MUSP,MU,5280,254,"Ippolito, Michael Lee",_______,,,MUS,149,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,5,8
31303,MUSP,MU,5285,251,"Hall, Richard D",__T____,3:30 PM,4:50 PM,MUS,221,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
31303,MUSP,MU,5285,251,"Hall, Richard D",_______,,,LAMP,314,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
32128,MUSP,MU,5330,253,"Kwak, Jason J",__T____,2:45 PM,4:30 PM,PERF,206,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
32128,MUSP,MU,5330,253,"Kwak, Jason J",_______,,,MUS,204,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,2,5
36597,MUSP,MU,5330,254,"Rabotkina, Daria Sergeyevna",____R__,3:30 PM,5:15 PM,ARR,ARR,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,1
39772,MUSP,MU,5337,251,"Beatty, Caroline C",_M_W___,11:00 AM,12:20 PM,MUS,221,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,4,15
33075,MUSP,MU,5385,251,"Hall, Richard D",__T____,3:30 PM,4:50 PM,MUS,221,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
33075,MUSP,MU,5385,251,"Hall, Richard D",_______,,,LAMP,314,"601 University Dr, San Marcos, TX 78666",PRL,FTF,,1,1,5
34118,NCBM,,1001,,"Arrpeterson, Michael S",H O IND,,,INT,301,Online,N53,MAT,,,,
34907,NCBM,,1001,,"Arrpeterson, Michael S",H O IND,,,INT,301,Online,N54,MAT,,,,
31993,NHT,GES,4302,251,"Davio, Rebecca Lynn",_______,,,ARR,ARR,Online,ITS,FTF,IN,1,5,10
31252,NURS,NURS,3240,251,"Paladino, Andrea Jane",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31253,NURS,NURS,3240,252,"Brewer, Crystal Marie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31254,NURS,NURS,3240,253,"Smalley, Jennifer Elizabeth",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31256,NURS,NURS,3240,254,"Hildebrandt, Michael J",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31791,NURS,NURS,3240,255,"Wells, Brandy Samc",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31257,NURS,NURS,3240,256,"Paladino, Andrea Jane",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31258,NURS,NURS,3240,257,"Brewer, Crystal Marie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31259,NURS,NURS,3240,258,"Leavitt, Rachel Beth",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31260,NURS,NURS,3240,259,"Livsey, Mark William",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31261,NURS,NURS,3240,260,"Wells, Brandy Samc",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31262,NURS,NURS,3260,251,"Valdez, Lenora Elaine",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31792,NURS,NURS,3260,252,"Galles, Michelle Annette",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31264,NURS,NURS,3260,253,"Wagner, Amanda Kathryn",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31271,NURS,NURS,3260,254,"Ozuna, Nina Jeanne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,9,9
37013,NURS,NURS,3260,255,"Wilson, Michele Atteberry",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,9,9
31272,NURS,NURS,3260,256,"Ozuna, Nina Jeanne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,9,9
31273,NURS,NURS,3260,257,"Rosenbaum, Kimberly Ann",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31274,NURS,NURS,3260,258,"Finney, Mary",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,9,9
31275,NURS,NURS,3260,259,"Viard, Kristi Lynne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
38928,NURS,NURS,3260,260,"Myers, Brandi Michelle",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31277,NURS,NURS,3302,251,"Covington, Barbara G",___W___,12:00 PM,3:00 PM,NURS,114,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,32,32
31492,NURS,NURS,3302,252,"Manning, Amelia Des",___W___,12:00 PM,3:00 PM,NURS,120,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,32,32
33119,NURS,NURS,3302,253,"Rosenbaum, Kimberly Ann",___W___,12:00 PM,3:00 PM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,32,32
33475,NURS,NURS,3360,251,"Galles, Michelle Annette",____R__,9:00 AM,12:00 PM,NURS,114,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,96,96
33475,NURS,NURS,3360,251,"Wagner, Amanda Kathryn",____R__,9:00 AM,12:00 PM,NURS,114,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,96,96
31279,NURS,NURS,3440,251,"Jillapalli, Regina Meets",___W_F_,9:00 AM,11:00 AM,NURS,114,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,100,100
31282,NURS,NURS,4201,251,"Lindsay, Judith Elwanda",_M_____,9:00 AM,11:00 AM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,89,89
31282,NURS,NURS,4201,251,"Livsey, Mark William",_M_____,9:00 AM,11:00 AM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,89,89
38931,NURS,NURS,4280,252,"Wilson, Michele Atteberry",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
31284,NURS,NURS,4280,253,"Livsey, Mark William",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,9,10
31286,NURS,NURS,4280,254,"Nighswander, Michelle Lee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,8,7
35032,NURS,NURS,4280,255,"Fraley, Anne Marie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,7,7
38933,NURS,NURS,4280,258,"Belcik, Kimberly Dawn",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,18,11,11
38934,NURS,NURS,4280,259,"Kinder, Ariel Marie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,18,11,11
38935,NURS,NURS,4280,260,"Leavitt, Rachel Beth",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,18,10,10
39960,NURS,,4280,,"Arrhughes, Monica Jamison",S RRC C,,,LN,FTF,Online,Z01,NUR,,,,
39960,NURS,,4280,,"Arrtufano, Virginia Emma",S RRC C,,,LN,FTF,Online,Z01,NUR,,,,
39961,NURS,,4280,,"Arrpatel, Stephanie Lyne",S RRC C,,,LN,FTF,Online,Z02,NUR,,,,
34645,NURS,NURS,4341,251,"Finney, Mary",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,4,4
34646,NURS,NURS,4341,252,"Brewer, Crystal Marie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,2,2
34647,NURS,NURS,4341,253,"Manning, Amelia Des",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,2,2
34648,NURS,NURS,4341,254,"Paladino, Andrea Jane",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,5,5
34649,NURS,NURS,4341,255,"Lindsay, Judith Elwanda",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,8,8
34650,NURS,NURS,4341,256,"Galles, Michelle Annette",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,6,6
34651,NURS,NURS,4341,257,"Wagner, Amanda Kathryn",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,6,6
34652,NURS,NURS,4341,258,"Valdez, Lenora Elaine",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,3,3
34653,NURS,NURS,4341,259,"Leavitt, Rachel Beth",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,4,4
34654,NURS,NURS,4341,260,"Patel, Stephanie Lyne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,3,3
35045,NURS,NURS,4341,261,"Wells, Brandy Clinical",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,4,4
35046,NURS,NURS,4341,262,"Brymer, Jessica Elaine",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
35047,NURS,NURS,4341,263,"Mahn, Christy Lee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
40223,NURS,NURS,4341,264,"Hildebrandt, Michael J",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,6,6
40224,NURS,NURS,4341,265,"Smalley, Jennifer Elizabeth",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,6,6
40249,NURS,NURS,4341,266,"Horn, Kelly Diane",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",CLN,FTF,,1,10,10
34655,NURS,NURS,4351,251,"Finney, Mary",____R__,9:00 AM,12:00 PM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,HYB,,1,89,89
34655,NURS,NURS,4351,251,"Patel, Stephanie Lyne",____R__,9:00 AM,12:00 PM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,HYB,,1,89,89
33005,NURS,NURS,4380,251,"Belcik, Kimberly Dawn",_M_____,12:00 PM,3:00 PM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,89,89
33005,NURS,NURS,4380,251,"Kinder, Ariel Marie",_M_____,12:00 PM,3:00 PM,NURS,118,"1555 University Blvd, Round Rock, TX 78665",LEC,FTF,,1,89,89
35253,NURS,NURS,5102,251,"Snider, Ashley Nicole",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,5,5
38938,NURS,NURS,5102,252,"Antu, Anna Laura",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,6,6
38940,NURS,NURS,5112,251,"Littlefield, Amber Denee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,15,16
38944,NURS,NURS,5190,251,"Page, Tracey Leigh",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,13,13
38945,NURS,NURS,5190,252,"Cropley, Stacey Lynne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,12,12
38946,NURS,NURS,5205,251,"Cropley, Stacey Lynne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,12,13
38948,NURS,NURS,5208,251,"Cropley, Stacey Lynne",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,18,18
36055,NURS,NURS,5209,251,"Snider, Ashley Nicole",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,11,12
35755,NURS,NURS,5301,251,"Snider, Ashley Nicole",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,8,9
32887,NURS,NURS,5303,251,"Terry, Nicole Hugie",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,14,14
38953,NURS,NURS,5303,252,"Littlefield, Amber Denee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,5,6
38954,NURS,NURS,5312,251,"Messinger, Catherine Joy",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,20,21
38954,NURS,NURS,5312,251,"Littlefield, Amber Denee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,20,21
38956,NURS,NURS,5345,251,"Park, Gloria Youngju",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,10,10
38957,NURS,NURS,5346,251,"Gonzalez, Raquel",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,7,7
38958,NURS,NURS,5346,252,"Park, Gloria Youngju",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,3,3
38961,NURS,NURS,5370,251,"Messinger, Catherine Joy",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,13,13
38962,NURS,NURS,5373,251,"Littlefield, Amber Denee",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,7,7
38963,NURS,NURS,5373,252,"Huie, Lauren Elise",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,6,6
38965,NURS,NURS,5392,251,"Page, Tracey Leigh",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",LEC,INT,,1,12,12
38966,NURS,NURS,5393,251,"Page, Tracey Leigh",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,5,5
38967,NURS,NURS,5393,252,"Burke, Amanda Bolfing",_______,,,ARR,ARR,"1555 University Blvd, Round Rock, TX 78665",PRA,MEM,,1,7,7
30207,NUTR,FCS,1162,251,"Mccarthy, Lana Caroline",__T____,11:00 AM,12:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,24
30211,NUTR,FCS,1162,252,"Mccarthy, Lana Caroline",____R__,11:00 AM,12:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,24
32809,NUTR,FCS,1162,253,"Mccarthy, Lana Caroline",____R__,2:00 PM,3:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,23,24
30216,NUTR,FCS,1362,251,"Mccarthy, Lana Caroline",__T_R__,5:00 PM,6:20 PM,FCS,158,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,56,60
30217,NUTR,FCS,2162,251,"Downs, Alicia Anne",_M_____,12:00 PM,1:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,16,16
30218,NUTR,FCS,2162,252,"Downs, Alicia Anne",_M_____,5:00 PM,6:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,16,16
31516,NUTR,FCS,2162,253,"Downs, Alicia Anne",___W___,5:00 PM,6:50 PM,FCS,187,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,7,16
32888,NUTR,FCS,2360,251,"Mccarthy, Lana Caroline",__T_R__,12:30 PM,1:50 PM,ALK,250,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,387,386
