CRN,Subject,Department,Number,Section,Instructor,Days,Start Time,End Time,Building,Room,Campus,Class Type,Method,DP or IN,PoT,Actual,Max
30208,A S,AS,1000,251,"Ekren, Brenton J",__T_R__,2:00 PM,5:30 PM,ASBN,150,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,54,90
30209,A S,AS,1120,251,"Brown, James Edward",__T____,11:00 AM,11:50 AM,DERR,324,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,19,35
30212,A S,AS,2120,251,"Bryant, Jessalyn K",__T____,12:30 PM,1:20 PM,DERR,324,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,11,25
30214,A S,AS,3312,251,"Ekren, Brenton J",__T_R__,8:00 AM,9:20 AM,DERR,324,"601 University Dr, San Marcos, TX 78666",LEC,FTF,IN,1,9,20
30215,A S,AS,4312,251,"Ekren, Brenton J",__T_R__,9:30 AM,10:50 AM,DERR,324,"601 University Dr, San Marcos, TX 78666",LEC,FTF,IN,1,12,20
37327,AAS,DLA,2310,251,"Watson, Dwight David",__T_R__,2:00 PM,3:20 PM,DERR,120,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,25,30
36229,AAS,DLA,4320,251,"Goldstone, Dwonna Naomi",__T_R__,12:30 PM,1:50 PM,TMH,110,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,40
40086,AAS,DLA,4388,251,"Goldstone, Dwonna Naomi",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,4,5
38641,ACC,ACC,2301,252,"Mcwilliams, Jerome Alexander",_______,,,ARR,ARR,Online,LEC,INT,,1,99,103
32891,ACC,ACC,2301,277,"Wilhelm, Justin J",_M_W___,6:30 PM,8:00 PM,ARR,ARR,Online,LEC,INT,,1,187,200
38642,ACC,ACC,2301,279,"Mcwilliams, Jerome Alexander",_______,,,ARR,ARR,Online,LEC,INT,,1,100,102
36017,ACC,ACC,2361,260,"Vargus, Mark Edward",_M_W_F_,8:00 AM,8:50 AM,MCOY,119,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,183,184
38643,ACC,ACC,2361,261,"Vargus, Mark Edward",_M_W_F_,9:00 AM,9:50 AM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,54,55
36018,ACC,ACC,2361,262,"Proschko, Christopher Ray",_M_W_F_,10:00 AM,10:50 AM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,57,54
37048,ACC,ACC,2361,263,"Proschko, Christopher Ray",_M_W_F_,9:00 AM,9:50 AM,MCOY,119,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,185,182
38644,ACC,ACC,2361,264,"Proschko, Christopher Ray",_M_W_F_,11:00 AM,11:50 AM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,55,55
37049,ACC,ACC,2361,265,"Vargus, Mark Edward",_M_W_F_,10:00 AM,10:50 AM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,53,55
38645,ACC,ACC,2361,270,"Krylova, Lyudmyla Vasylivna",_M_W_F_,9:00 AM,9:50 AM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,40
38646,ACC,ACC,2361,271,"Krylova, Lyudmyla Vasylivna",_M_W_F_,10:00 AM,10:50 AM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
30110,ACC,ACC,2362,254,"Davidson, Jeanne Leger",_M_W_F_,9:00 AM,9:50 AM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,74,75
38661,ACC,ACC,2362,L54,"Davidson, Jeanne Leger",_____F_,12:30 PM,1:50 PM,MCOY,119,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,74,75
32659,ACC,ACC,2362,256,"Hampshire, Alexandra Zuniga",_M_W_F_,9:00 AM,9:50 AM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,51,51
38662,ACC,ACC,2362,L56,"Hampshire, Alexandra Zuniga",_____F_,12:30 PM,1:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,51,51
38651,ACC,ACC,2362,270,"Davidson, Jeanne Leger",_M_W_F_,10:00 AM,10:50 AM,MCOY,233,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,76,75
38663,ACC,ACC,2362,L70,"Davidson, Jeanne Leger",_____F_,12:30 PM,1:50 PM,MCOY,233,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,76,75
38652,ACC,ACC,2362,271,"Hampshire, Alexandra Zuniga",_M_W_F_,10:00 AM,10:50 AM,MCOY,119,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,160,160
38664,ACC,ACC,2362,L71,"Hampshire, Alexandra Zuniga",_____F_,12:30 PM,1:50 PM,MCOY,119,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,160,160
38653,ACC,ACC,2362,272,"Hampshire, Alexandra Zuniga",_M_W_F_,11:00 AM,11:50 AM,MCOY,233,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,81,80
38665,ACC,ACC,2362,L72,"Hampshire, Alexandra Zuniga",_____F_,12:30 PM,1:50 PM,MCOY,233,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,81,80
38655,ACC,ACC,2362,274,"Mao, Zhiping Must",_M_W_F_,11:00 AM,11:50 AM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,54,51
38667,ACC,ACC,2362,L74,"Mao, Zhiping Must",_____F_,12:30 PM,1:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,54,51
38657,ACC,ACC,2362,276,"Conn, Carolyn Terrell",__T_R__,11:00 AM,12:20 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,42,42
38669,ACC,ACC,2362,L76,"Conn, Carolyn Terrell",_____F_,12:30 PM,1:50 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,42,42
38654,ACC,ACC,2362,273,"Mao, Zhiping Must",_M_W_F_,10:00 AM,10:50 AM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,53,52
38666,ACC,ACC,2362,L73,"Mao, Zhiping Must",_____F_,12:30 PM,1:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,53,52
36019,ACC,ACC,3305,251,"Krylova, Lyudmyla Vasylivna",_M_W___,2:00 PM,3:20 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,44,44
36020,ACC,ACC,3305,252,"Watkins, Ann L",_M_W___,3:30 PM,4:50 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,37,38
36021,ACC,ACC,3305,253,"Moffitt, Kathleen A",__T_R__,8:00 AM,9:20 AM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,46,44
36022,ACC,ACC,3305,254,"Moffitt, Kathleen A",__T_R__,9:30 AM,10:50 AM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,48,45
36023,ACC,ACC,3305,255,"Moffitt, Kathleen A",__T_R__,11:00 AM,12:20 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,45,45
36024,ACC,ACC,3305,256,"Moffitt, Kathleen A",__T_R__,12:30 PM,1:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,47,46
38673,ACC,ACC,3305,259,"Krylova, Lyudmyla Vasylivna",_M_W___,12:30 PM,1:50 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,46,45
38674,ACC,ACC,3308,251,"Wang, Yangmei",_M_W___,2:00 PM,3:20 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
38675,ACC,ACC,3308,252,"Wang, Yangmei",_M_W___,3:30 PM,4:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
38676,ACC,ACC,3308,253,"Campbell, Linda J",_M_W___,3:30 PM,4:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,33,35
38677,ACC,ACC,3308,254,"Campbell, Linda J",_M_W___,5:00 PM,6:20 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,22,30
30113,ACC,ACC,3313,252,"Guragai, Binod",__T_R__,9:30 AM,10:50 AM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,40
30114,ACC,ACC,3313,253,"Guragai, Binod",__T_R__,8:00 AM,9:20 AM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,40
37052,ACC,ACC,3313,254,"Driskill, Matthew Williams",__T_R__,12:30 PM,1:50 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,45
38679,ACC,ACC,3313,255,"Driskill, Matthew Williams",__T_R__,2:00 PM,3:20 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,25,40
33128,ACC,ACC,3314,258,"Sterin, Mikhail",__T_R__,8:00 AM,9:20 AM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,23,35
34636,ACC,ACC,3314,260,"Sterin, Mikhail",__T_R__,9:30 AM,10:50 AM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,37,37
37055,ACC,ACC,3314,262,"Campbell, Linda J",_M_W___,2:00 PM,3:20 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,35,35
30118,ACC,ACC,3365,251,"Puffer, Thomas Moorman",__T_R__,11:00 AM,12:20 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
30119,ACC,ACC,3365,252,"Puffer, Thomas Moorman",__T_R__,2:00 PM,3:20 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
30120,ACC,ACC,3365,253,"Puffer, Thomas Moorman",__T_R__,3:30 PM,4:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
36025,ACC,ACC,3365,255,"Rutledge, Robert W",_M_W___,3:30 PM,4:50 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,36,40
32521,ACC,ACC,3385,252,"Mcwilliams, Jerome Alexander",__T_R__,12:30 PM,1:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,32,35
34009,ACC,ACC,3385,254,"Mcwilliams, Jerome Alexander",__T_R__,2:00 PM,3:20 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,26,35
37056,ACC,ACC,3385,256,"Young, Randall Frederick",_M_W___,12:30 PM,1:50 PM,MCOY,242,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,28,35
30122,ACC,ACC,4313,254,"Watkins, Ann L",_M_W___,12:30 PM,1:50 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,28,30
33344,ACC,ACC,4313,256,"Watkins, Ann L",_M_W___,11:00 AM,12:20 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
33345,ACC,ACC,4313,257,"Brewster, Billy Eugene",_M_W___,11:00 AM,12:20 PM,MCOY,113,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,36,35
36028,ACC,ACC,5316,252,"Young, Glen Michael",__T_R__,3:30 PM,6:20 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,89,13,20
32299,ACC,ACC,5320,252,"Cannon, Nathan Hatch",__T_R__,9:30 AM,12:20 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,89,26,35
38684,ACC,ACC,5323,251,"Brewster, Billy Eugene",_M_W___,12:30 PM,1:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,20,25
34262,ACC,ACC,5357,251,"Kebodeaux, Charles Keith",_M_W___,5:00 PM,7:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,81,13,15
34637,ACC,ACC,5357,252,"Kebodeaux, Charles Keith",_M_W___,5:00 PM,7:50 PM,MCOY,125,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,89,3,15
30126,ACC,ACC,5361,251,"Rutledge, Robert W",___W___,6:30 PM,9:20 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",SEM,FTF,DP,1,18,20
32522,ACC,ACC,5361,252,"Proesel, Steven G",__T____,6:30 PM,9:20 PM,AVRY,313,"1555 University Blvd, Round Rock, TX 78665",SEM,FTF,DP,1,14,23
34398,ACC,ACC,5377,251,"Kebodeaux, Charles Keith",_M_W___,2:00 PM,3:20 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,19,20
32998,ACC,ACC,5389,252,"Conn, Carolyn Terrell",__T_R__,5:00 PM,7:50 PM,ARR,ARR,Online,LEC,INT,,81,24,25
33393,ACC,ACC,5389,253,"Conn, Carolyn Terrell",__T_R__,12:30 PM,3:20 PM,MCOY,224,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,89,19,25
33557,ACC,ACC,5680,251,"Brown, Laurie Davenport",_______,,,ARR,ARR,Online,ITS,FTF,DP,1,25,25
33791,ACC,ACC,5680,252,"Brown, Laurie Davenport",_______,,,ARR,ARR,Online,ITS,FTF,DP,1,14,25
39257,ADED,CLAS,5338,251,"Larrotta, Clarena Stacked",_M_____,6:30 PM,9:20 PM,ASBS,309,Online,LEC,INT,,1,1,15
39258,ADED,CLAS,5338,252,"Larrotta, Clarena Stacked",_M_____,6:30 PM,9:20 PM,ASBS,309,Online,LEC,HYB,,1,2,5
39259,ADED,CLAS,5343,251,"Jeong, Shinhee Taught",_______,,,ARR,ARR,Online,LEC,INT,,1,18,21
39765,ADED,CLAS,5357,251,"Price, Larry R",_______,,,ARR,ARR,Online,LEC,INT,,1,5,10
39262,ADED,CLAS,5382,251,"Zhu, Yidan Stacked",_______,,,ARR,ARR,Online,LEC,INT,,1,15,22
39766,ADED,CLAS,5382,252,"Zhu, Yidan Hybrid",_______,,,ARR,ARR,Online,LEC,HYB,,1,2,2
34712,ADED,CLAS,5384,251,"Guel, Autumn Brendall",_______,,,ARR,ARR,Online,ITS,HYB,,1,4,10
33277,ADED,CLAS,7325,252,"Baumgartner, Lisa Marie",__T____,6:30 PM,9:20 PM,ED,400,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,8,17
39873,ADED,CLAS,7343,251,"Jeong, Shinhee Taught",_______,,,ARR,ARR,Online,LEC,INT,,1,2,2
30225,AG,AGSC,1110,251,"Morrish, Douglas G",_____F_,11:00 AM,11:50 AM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,85,90
33278,AG,AGSC,1445,252,"Bruner, Brian L",__T_R__,11:00 AM,12:20 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,44,60
35555,AG,AGSC,1445,253,"Knipp, Meagan Emily",_M_W___,11:00 AM,12:20 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,60
30226,AG,AGSC,1445,L01,"Knipp, Meagan Emily",___W___,12:30 PM,2:20 PM,AG,104,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,17,20
31586,AG,AGSC,1445,L02,"Knipp, Meagan Emily",___W___,2:30 PM,4:20 PM,AG,104,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,19,20
33070,AG,AGSC,1445,L03,"Knipp, Meagan Emily",__T____,12:30 PM,2:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,20
33071,AG,AGSC,1445,L04,"Knipp, Meagan Emily",__T____,9:00 AM,10:50 AM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,6,20
33293,AG,AGSC,1445,L05,"Knipp, Meagan Emily",____R__,12:30 PM,2:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,10,20
33294,AG,AGSC,1445,L06,"Bruner, Brian L",_M_____,9:00 AM,10:50 AM,AG,104,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,9,20
30227,AG,AGSC,2373,251,"Borges, Bradley Donald",_M_W___,9:00 AM,9:50 AM,AG,221,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,25,40
30228,AG,AGSC,2373,L01,"Borges, Bradley Donald",_M_____,1:00 PM,2:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,13,15
30229,AG,AGSC,2373,L02,"Borges, Bradley Donald",_M_____,3:00 PM,4:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,15
35559,AG,AGSC,2374,252,"Borges, Bradley Donald",_M_W___,10:00 AM,10:50 AM,AG,221,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,32,30
35560,AG,AGSC,2374,L01,"Borges, Bradley Donald",___W___,1:00 PM,2:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,15,15
35562,AG,AGSC,2374,L02,"Borges, Bradley Donald",___W___,3:00 PM,4:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,17,15
30230,AG,AGSC,2379,251,"Mondal, Sejuti Must",_M_W___,9:00 AM,9:50 AM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,49,50
36688,AG,AGSC,2379,252,"Mondal, Sejuti Must",_M_W___,10:00 AM,10:50 AM,AG,301,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,26,26
30231,AG,AGSC,2379,L01,"Mondal, Sejuti Must",_____F_,9:00 AM,10:50 AM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,24,25
30232,AG,AGSC,2379,L02,"Mondal, Sejuti Must",_____F_,11:00 AM,12:50 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,26,26
36693,AG,AGSC,2379,L03,"Mondal, Sejuti Must",___W___,1:00 PM,2:50 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,25,25
30233,AG,AGSC,2383,251,"Liu, Xiangping",_M_W_F_,1:00 PM,1:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,48,70
30235,AG,AGSC,2390,251,"Mondal, Sejuti Must",__T_R__,2:00 PM,2:50 PM,DERR,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
30236,AG,AGSC,2390,L01,"Supta, Protiva Roy",____R__,3:30 PM,5:20 PM,DERR,114,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,30,30
33820,AG,AGSC,2390,252,"Mondal, Sejuti Must",_M_W___,4:00 PM,4:50 PM,DERR,114,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,30,30
33821,AG,AGSC,2390,L02,"Supta, Protiva Roy",__T____,3:30 PM,5:20 PM,DERR,114,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,30,30
34884,AG,AGSC,3301,251,"Bruner, Brian L",_M_W___,1:00 PM,2:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,41,40
35859,AG,AGSC,3301,252,"Nieto, Cesar Augusto",_M_W___,5:00 PM,6:20 PM,HINE,201,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,47,60
30237,AG,AGSC,3305,251,"Cade, Tina Marie",__T_R__,3:00 PM,3:50 PM,HINE,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,45,60
30238,AG,AGSC,3305,L01,"Cade, Tina Marie",__T____,4:00 PM,5:50 PM,AG,301,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,28,30
38122,AG,AGSC,3305,L02,"Cade, Tina Marie",____R__,4:00 PM,5:50 PM,AG,301,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,17,25
32303,AG,AGSC,3308,251,"Gard, Ernest R",_M_W___,2:00 PM,2:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,29,30
35558,AG,AGSC,3308,L01,"Gard, Ernest R",_____F_,1:00 PM,2:50 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,29,30
30242,AG,AGSC,3314,251,"Coombs, Robin G",__T_R__,11:00 AM,12:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,40
36386,AG,AGSC,3314,252,"Sims, Reagan Nicole",_M_W_F_,10:00 AM,10:50 AM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,40,40
30243,AG,AGSC,3318,251,"Sudhakaran, Pratheesh Taught",_______,,,ARR,ARR,Online,LEC,INT,,1,51,50
37269,AG,AGSC,3319,251,"Backstrom, Jesse Donald",__T_R__,8:00 AM,9:20 AM,AG,204,Online,LEC,INT,,1,75,73
30244,AG,AGSC,3321,251,"Sims, Michael B",_M_W_F_,11:00 AM,11:50 AM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,48,47
30247,AG,AGSC,3325,251,"Pierdolla, Eryn Linnae",_M_W_F_,10:00 AM,10:50 AM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,37,48
35002,AG,AGSC,3325,252,"Sims, Michael B",__T_R__,12:30 PM,1:50 PM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,39,40
30248,AG,AGSC,3331,251,"Nieto, Cesar Augusto",__T_R__,2:00 PM,2:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,60,60
30249,AG,AGSC,3331,L01,"Knipp, Meagan Emily",__T____,3:30 PM,5:20 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
34269,AG,AGSC,3331,L02,"Knipp, Meagan Emily",____R__,3:00 PM,4:50 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
34345,AG,AGSC,3331,L03,"Knipp, Meagan Emily",____R__,5:00 PM,6:50 PM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,20
35556,AG,AGSC,3341,252,"Gard, Ernest R",_M_W___,6:00 PM,7:20 PM,AG,204,Online,LEC,INT,,1,37,60
35557,AG,AGSC,3341,253,"Coombs, Robin G",__T_R__,3:30 PM,4:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,42,45
30251,AG,AGSC,3345,251,"Bruner, Brian L",__T_R__,2:00 PM,2:50 PM,AG,202,Online,LEC,HYB,,1,25,22
30255,AG,AGSC,3345,L01,"Bruner, Brian L",__T____,3:00 PM,4:50 PM,AG,205,Online,LAB,HYB,,1,25,22
33108,AG,AGSC,3352,251,"Sudhakaran, Pratheesh",__T_R__,12:30 PM,1:50 PM,AG,204,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,48,45
31869,AG,AGSC,3375,251,"Borges, Bradley Donald",__T_R__,9:30 AM,10:20 AM,AG,221,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,13,30
31870,AG,AGSC,3375,L01,"Borges, Bradley Donald",__T____,1:00 PM,2:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,9,15
35860,AG,AGSC,3375,L02,"Borges, Bradley Donald",__T____,3:00 PM,4:50 PM,AG,226,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,4,15
33315,AG,AGSC,3426,251,"Gard, Ernest R",_M_W___,12:30 PM,1:50 PM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,49,48
33315,AG,AGSC,3426,251,"Valdez, Samira Must",_M_W___,12:30 PM,1:50 PM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,49,48
33316,AG,AGSC,3426,L01,"Valdez, Samira Must",____R__,9:30 AM,12:20 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,24,24
33803,AG,AGSC,3426,L02,"Gard, Ernest R",____R__,3:00 PM,5:50 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,25,24
30259,AG,AGSC,3427,251,"Mix, Kenneth D",__T_R__,9:30 AM,10:50 AM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,16,24
30260,AG,AGSC,3427,L01,"Mix, Kenneth D",___W___,3:00 PM,5:50 PM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,16,24
30262,AG,AGSC,4185,251,"Drewery, Merritt L",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,2
30263,AG,AGSC,4185,252,"Drewery, Merritt L",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,2
31871,AG,AGSC,4185,253,"Cade, Tina Marie",_______,,,ARR,ARR,Online,IND,FTF,DP,1,2,8
31872,AG,AGSC,4185,254,"Cade, Tina Marie",_______,,,ARR,ARR,Online,IND,FTF,DP,1,2,8
31873,AG,AGSC,4185,255,"Cade, Tina Marie",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,8
31900,AG,AGSC,4185,259,"Borges, Bradley Donald",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,8
31902,AG,AGSC,4185,261,"Backstrom, Jesse Donald",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,2
32423,AG,AGSC,4185,264,"Backstrom, Jesse Donald",_______,,,ARR,ARR,Online,IND,FTF,DP,1,1,8
34956,AG,AGSC,4185,275,"Sims, Reagan Nicole",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,5
36571,AG,AGSC,4185,276,"Wagner, Nicole Catherine",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,2,2
36572,AG,AGSC,4185,277,"Wagner, Nicole Catherine",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,2,2
36573,AG,AGSC,4185,278,"Coombs, Robin G",_______,,,ARR,ARR,"601 University Dr, San Marcos, TX 78666",IND,FTF,DP,1,1,2
34889,AG,AGSC,4300,251,"Gard, Ernest R",__T_R__,11:00 AM,11:50 AM,AG,101,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,23,24
34890,AG,AGSC,4300,L01,"Gard, Ernest R",__T____,1:00 PM,2:50 PM,AGGH,102,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,12,12
34891,AG,AGSC,4300,L02,"Gard, Ernest R",____R__,1:00 PM,2:50 PM,AGGH,102,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,11,12
31545,AG,AGSC,4302,251,"Wagner, Nicole Catherine",_M_W___,11:00 AM,11:50 AM,AG,301,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,20,24
31546,AG,AGSC,4302,L01,"Wagner, Nicole Catherine",__T____,9:00 AM,10:50 AM,AG,101,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,20,24
39852,AG,AGSC,4305,251,"Cade, Tina Marie",_M_W___,11:00 AM,11:50 AM,AG,101,"601 University Dr, San Marcos, TX 78666",LEC,FTF,,1,24,25
39853,AG,AGSC,4305,L01,"Cade, Tina Marie",_____F_,10:00 AM,11:50 AM,AG,PAV109,"601 University Dr, San Marcos, TX 78666",LAB,FTF,,1,24,25
30270,AG,AGSC,4307,251,"Pierdolla, Eryn Linnae",__T_R__,11:00 AM,12:20 PM,AG,202,"601 University Dr, San Marcos, TX 78666",LEC,FTF,DP,1,20,43
